x,y
0.6369616873214543,2.553965629964672
0.2697867137638703,7.858148966560576
0.04097352393619469,6.616104974198359
0.016527635528529094,6.64591434840888
0.8132702392002724,4.1958551006932865
0.9127555772777217,5.010275931981958
0.6066357757671799,2.3078764720639344
0.7294965609839984,3.6681161692203177
0.5436249914654229,1.6794401987290242
0.9350724237877682,4.758440259501931
0.8158535541215322,4.389563493494602
0.002738500170148095,6.188008360957831
0.8574042765875693,5.130006318070641
0.033585575305464355,6.494972506995391
0.7296554464299441,3.5966245467944433
0.17565562060255901,6.645941328538637
0.8631789223498866,5.129405030903765
0.5414612202490917,2.1768991740721817
0.2997118905373848,8.09359863403139
0.42268722119765845,2.786734596441398
0.028319671145462966,6.5840608143177315
0.12428327649956394,6.689347924189005
0.6706244146936303,3.0334850463996297
0.6471895115742501,2.459477811813772
0.6153851114812539,2.655159787085464
0.38367755426188344,4.480184540477425
0.997209935789211,4.3006363562454455
0.9808353387762301,4.79158965683943
0.6855419844806947,3.012409224222778
0.6504592762678163,3.016853871457899
0.6884467305709401,3.074146755050639
0.3889214239791038,4.382914608710699
0.13509650502241122,6.468301400022247
0.7214883401940817,3.213661187381373
0.5253543224757259,1.6501661857406318
0.31024187555895566,7.884699692261288
0.4858353588317891,2.1806365301460326
0.8894878343490003,5.168302382448893
0.9340435159562497,4.743107974228291
0.35779519670907023,6.2965016687097295
0.5715298307297609,1.9487253961706306
0.32186939107594215,7.747816586253152
0.5943000301996968,2.047974754483133
0.33791122550713326,6.695592166164247
0.39161900052816123,4.441684690725471
0.8902743520047923,5.117433889958132
0.22715759353337972,7.5093312713473095
0.6231871446860424,2.239540165742908
0.08401534358238483,6.362497332361356
0.8326441476533978,4.33662194277771
